Title,Item_no,EAN,Price,Shiping_time,Description,Link,Brand,Article no
Kermi LID2L160201PK Gleittür Liga D2L 1600x,LID2L160201PK,4051484440369,"655,65 ",15 - 16 workdays,2000 BV: 1560-1610 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=842382&lang=eng,navi.php?a=842382&lang=eng,842382
Kermi LID2R130201PK Gleittür Liga D2R 1300x,LID2R130201PK,4051484438922,"601,62 ",15 - 17 workdays,2000 BV: 1260-1310 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=836456&lang=eng,navi.php?a=836456&lang=eng,836456
Kermi LID2R120201PK Gleittür Liga D2R 1200x,LID2R120201PK,4051484438762,"548,74 ",21 - 23 workdays,2000 BV: 1160-1210 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=833638&lang=eng,navi.php?a=833638&lang=eng,833638
Kermi LID2R135201AK Gleittür Liga D2R 1350x,LID2R135201AK,4051484438991,"509,51 ",15 - 17 workdays,2000 BV: 1310-1360 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=837462&lang=eng,navi.php?a=837462&lang=eng,837462
Kermi LID2R14520VPK Gleittür Liga D2R 1450x,LID2R14520VPK,4051484439189,"655,08 ",15 - 17 workdays,2000 BV: 1410-1460 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=839148&lang=eng,navi.php?a=839148&lang=eng,839148
Kermi LID2R160201PK Gleittür Liga D2R 1600x,LID2R160201PK,4051484440604,"655,65 ",15 - 16 workdays,2000 BV: 1560-1610 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=842450&lang=eng,navi.php?a=842450&lang=eng,842450
Kermi LID2R13520VPK Gleittür Liga D2R 1350x,LID2R13520VPK,4051484439028,"655,08 ",15 - 17 workdays,2000 BV: 1310-1360 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=837465&lang=eng,navi.php?a=837465&lang=eng,837465
Kermi LIEPR090201AK Eck-Halbt. re Liga EPR 0900x,LIEPR090201AK,4051484408710,"348,58 ",15 - 17 workdays,2000 BV: 875-900 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=828432&lang=eng,navi.php?a=828432&lang=eng,828432
Kermi LIEPR090201PK Eck-Halbt. re Liga EPR 0900x,LIEPR090201PK,4051484408727,"440,71 ",15 - 17 workdays,2000 BV: 875-900 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=828433&lang=eng,navi.php?a=828433&lang=eng,828433
Kermi LIEPL100201PK Eck-Halbt. li Liga EPL 1000x,LIEPL100201PK,4051484408406,"495,29 ",15 - 16 workdays,2000 BV: 975-1000 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=832459&lang=eng,navi.php?a=832459&lang=eng,832459
Kermi LIEPR100201PK Eck-Halbt. re Liga EPR 1000x,LIEPR100201PK,4051484408888,"495,29 ",15 - 16 workdays,2000 BV: 975-1000 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=832231&lang=eng,navi.php?a=832231&lang=eng,832231
Kermi LIEPL090201AK Eck-Halbt. li Liga EPL 0900x,LIEPL090201AK,4051484408239,"348,58 ",15 - 17 workdays,2000 BV: 875-900 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=828120&lang=eng,navi.php?a=828120&lang=eng,828120
Kermi LIEPL090201PK Eck-Halbt. li Liga EPL 0900x,LIEPL090201PK,4051484408246,"440,71 ",15 - 17 workdays,2000 BV: 875-900 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=828121&lang=eng,navi.php?a=828121&lang=eng,828121
Kermi LIP55080201AK Viertelkreis Liga P55 0800x,LIP55080201AK,4051484409038,"765,40 ",15 - 17 workdays,2000 BV: 775-800 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=842106&lang=eng,navi.php?a=842106&lang=eng,842106
Kermi LIP55080201PK Viertelkreis Liga P55 0800x,LIP55080201PK,4051484409045,"949,63 ",15 - 17 workdays,2000 BV: 775-800 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=842107&lang=eng,navi.php?a=842107&lang=eng,842107
Kermi LIPTD090201AK Pendeltür Liga PTD 0900x,LIPTD090201AK,4051484409595,"390,09 ",3 - 5 workdays,2000 BV: 860-910 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=822771&lang=eng,navi.php?a=822771&lang=eng,822771
Kermi LIPTD090201PK Pendeltür Liga PTD 0900x,LIPTD090201PK,4051484409601,"482,22 ",25 - 27 workdays,2000 BV: 860-910 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=822772&lang=eng,navi.php?a=822772&lang=eng,822772
Kermi LISTL09020VPK Schwingtür Liga STL 0900x,LISTL09020VPK,4051484468806,"589,68 ",15 - 17 workdays,2000 BV: 860-910 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=828591&lang=eng,navi.php?a=828591&lang=eng,828591
Kermi LISTL12020VPK Schwingtür Liga STL 1200x,LISTL12020VPK,4051484469049,"642,56 ",15 - 17 workdays,2000 BV: 1160-1210 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=840475&lang=eng,navi.php?a=840475&lang=eng,840475
Kermi LIPTD100201AK Pendeltür Liga PTD 1000x,LIPTD100201AK,4051484409755,"444,12 ",15 - 17 workdays,2000 BV: 960-1010 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=824723&lang=eng,navi.php?a=824723&lang=eng,824723
Kermi LISTL10020VPK Schwingtür Liga STL 1000x,LISTL10020VPK,4051484468882,"642,56 ",15 - 17 workdays,2000 BV: 960-1010 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=832984&lang=eng,navi.php?a=832984&lang=eng,832984
Kermi LISTL11020VPK Schwingtür Liga STL 1100x,LISTL11020VPK,4051484468967,"642,56 ",15 - 17 workdays,2000 BV: 1060-1110 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=838133&lang=eng,navi.php?a=838133&lang=eng,838133
Kermi LISTR10020VPK Schwingtür Liga STR 1000x,LISTR10020VPK,4051484469322,"642,56 ",15 - 17 workdays,2000 BV: 960-1010 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=832663&lang=eng,navi.php?a=832663&lang=eng,832663
Kermi LITWD120201AK Seitenwand Liga TWD 1200x,LITWD120201AK,4051484441243,"282,61 ",15 - 17 workdays,2000 BV: 1175-1200 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=833235&lang=eng,navi.php?a=833235&lang=eng,833235
Kermi LITWD08020VPK Seitenwand Liga TWD 0800x,LITWD08020VPK,4051484410263,"348,01 ",15 - 17 workdays,2000 BV: 775-800 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=820832&lang=eng,navi.php?a=820832&lang=eng,820832
Kermi LITWD120201PK Seitenwand Liga TWD 1200x,LITWD120201PK,4051484441250,"374,74 ",15 - 17 workdays,2000 BV: 1175-1200 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=833236&lang=eng,navi.php?a=833236&lang=eng,833236
Kermi LITWD090201PK Seitenwand Liga TWD 0900x,LITWD090201PK,4051484410409,"320,71 ",15 - 17 workdays,2000 BV: 875-900 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=822329&lang=eng,navi.php?a=822329&lang=eng,822329
Kermi LITWD12020VPK Seitenwand Liga TWD 1200x,LITWD12020VPK,4051484441274,"402,03 ",15 - 17 workdays,2000 BV: 1175-1200 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=833238&lang=eng,navi.php?a=833238&lang=eng,833238
Kermi LITWD09020VPK Seitenwand Liga TWD 0900x,LITWD09020VPK,4051484410423,"348,01 ",15 - 17 workdays,2000 BV: 875-900 SIHG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=822331&lang=eng,navi.php?a=822331&lang=eng,822331
Kermi LITWD100201AK Seitenwand Liga TWD 1000x,LITWD100201AK,4051484410553,"254,76 ",23 - 25 workdays,2000 BV: 975-1000 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=825013&lang=eng,navi.php?a=825013&lang=eng,825013
Kermi LITWD100201PK Seitenwand Liga TWD 1000x,LITWD100201PK,4051484410560,"346,87 ",15 - 17 workdays,2000 BV: 975-1000 SIMG ESG klar Clean,https://ssd-armaturenshop.de/navi.php?a=825014&lang=eng,navi.php?a=825014&lang=eng,825014
DORNBRACHT 1070038,04282213210-00,4029011570520,"228,72 ",20 - 21 workdays,04282213210 chrom,https://ssd-armaturenshop.de/DORNBRACHT-1070038_493,DORNBRACHT,17354
Duravit LC625701818 WTU Compact L-Cube 550x820x391mm,LC625701818-DU,4053424451121,"534,14 ",39 - 41 workdays,"2 Schubkästen, Weiß Matt",https://ssd-armaturenshop.de/navi.php?a=591645&lang=eng,navi.php?a=591645&lang=eng,591645
Duravit LC667401818 WTU Compact L-Cube 704x820x391mm,LC667401818-DU,4053424451145,"821,25 ",39 - 41 workdays,"2 Ausz.,bodenst., Weiß Matt",https://ssd-armaturenshop.de/navi.php?a=592735&lang=eng,navi.php?a=592735&lang=eng,592735
"Duravit LC6245R4949 WTU L-Cube   400x434x341mm, 1 Tür",LC6245R4949-DU,4053424461854,"257,97 ",39 - 41 workdays,"A: rechts, Graphit Matt",https://ssd-armaturenshop.de/navi.php?a=591461&lang=eng,navi.php?a=591461&lang=eng,591461
Duravit LC627401313 WTU L-Cube 544x484x459mm,LC627401313-DU,4053424459691,"646,28 ",39 - 41 workdays,"2 Schubkästen, Amerik. Nussbaum",https://ssd-armaturenshop.de/navi.php?a=591768&lang=eng,navi.php?a=591768&lang=eng,591768
Duravit LC627507272 WTU L-Cube   544x584x459mm,LC627507272-DU,4053424460048,"662,15 ",39 - 41 workdays,"2 Schubkästen, Eiche dunkel gebürstet",https://ssd-armaturenshop.de/navi.php?a=591822&lang=eng,navi.php?a=591822&lang=eng,591822
Duravit LC627504949 WTU L-Cube   544x584x459mm,LC627504949-DU,4053424459936,"554,31 ",39 - 41 workdays,"2 Schubkästen, Graphit Matt",https://ssd-armaturenshop.de/navi.php?a=591815&lang=eng,navi.php?a=591815&lang=eng,591815
Duravit LC627701818 WTU L-Cube   544x784x459mm,LC627701818-DU,4053424460550,"555,71 ",39 - 41 workdays,"2 Schubkästen, Weiß Matt",https://ssd-armaturenshop.de/navi.php?a=591875&lang=eng,navi.php?a=591875&lang=eng,591875
Duravit LC627704949 WTU L-Cube   544x784x459mm,LC627704949-DU,4053424460611,"555,71 ",39 - 41 workdays,"2 Schubkästen, Graphit Matt",https://ssd-armaturenshop.de/navi.php?a=591885&lang=eng,navi.php?a=591885&lang=eng,591885
Duravit LC627801818 WTU L-Cube   544x984x459mm,LC627801818-DU,4053424460864,"569,56 ",39 - 41 workdays,"2 Schubkästen, Weiß Matt",https://ssd-armaturenshop.de/navi.php?a=591910&lang=eng,navi.php?a=591910&lang=eng,591910
Duravit LC627804949 WTU L-Cube   544x984x459mm,LC627804949-DU,4053424460925,"555,71 ",39 - 41 workdays,"2 Schubkästen, Graphit Matt",https://ssd-armaturenshop.de/navi.php?a=591920&lang=eng,navi.php?a=591920&lang=eng,591920
Duravit LC627909191 WTU L-Cube   544x1184x459mm,LC627909191-DU,4053424461267,"586,40 ",39 - 41 workdays,"2 Schubkästen, Taupe",https://ssd-armaturenshop.de/navi.php?a=591971&lang=eng,navi.php?a=591971&lang=eng,591971
"Duravit LC677401818 WTU L-Cube 582x484x459mm, bodenst.",LC677401818-DU,4053424462721,"535,07 ",39 - 41 workdays,"2 Schubkästen, Weiß Matt",https://ssd-armaturenshop.de/navi.php?a=592911&lang=eng,navi.php?a=592911&lang=eng,592911
"Duravit 23501200711 Waschtisch Vero Air 1200mm, Weiß",23501200711-DU,4053424120980,"537,53 ",39 - 41 workdays,"ohne ÜL, mit HLB, 1 HL, geschliffen, WG",https://ssd-armaturenshop.de/navi.php?a=621764&lang=eng,navi.php?a=621764&lang=eng,621764
"Duravit 23501000711 Waschtisch Vero Air 1000mm, Weiß",23501000711-DU,4053424092850,"436,25 ",39 - 41 workdays,"o.ÜL, m. HLB, 1 HL, geschliffen, WG",https://ssd-armaturenshop.de/navi.php?a=621732&lang=eng,navi.php?a=621732&lang=eng,621732
Duravit C14280008010 C.1 Shower System mit Brause-,C14280008010-DU,4053424455280,"798,26 ",39 - 40 workdays,"thermostat,Höhe 1200 Ausl.340 mm",https://ssd-armaturenshop.de/navi.php?a=583318&lang=eng,navi.php?a=583318&lang=eng,583318
Duravit C14280007010 C.1 Shower System Einhebel-,C14280007010-DU,4053424455273,"724,73 ",39 - 40 workdays,"Brausemischer,Höhe 1200 Ausl. 340 mm",https://ssd-armaturenshop.de/navi.php?a=583316&lang=eng,navi.php?a=583316&lang=eng,583316
Hansgrohe 38026820 Waschtischmischer 100 Axor Uno,38026820,4011097982427,"298,15 ",15 - 16 workdays,Bügelgriff ohne Ablaufgarnitur BN,https://ssd-armaturenshop.de/Hansgrohe-38026820-Waschtischmischer-100-Axor-Uno_1,Hansgrohe,251596
Hansgrohe 45012820 Waschtischmischer 110 Axor Uno Select,45012820,4011097982557,"354,67 ",15 - 16 workdays,ohne Ablaufgarnitur BN,https://ssd-armaturenshop.de/Hansgrohe-45012820-Waschtischmischer-110-Axor-Uno-Select_1,Hansgrohe,251731
Hansgrohe 45003820 Waschtischmischer 200 Axor Uno,45003820,4011097982700,"394,96 ",15 - 16 workdays,Zerogriff ohne Ablaufgarnitur BN,https://ssd-armaturenshop.de/Hansgrohe-45003820-Waschtischmischer-200-Axor-Uno_1,Hansgrohe,251719
Hansgrohe 38426820 Wannenmischer Unterputz Axor Uno,38426820,4011097983349,"304,25 ",15 - 16 workdays,Fertigset Bügelgriff BN,https://ssd-armaturenshop.de/Hansgrohe-38426820-Wannenmischer-Unterputz-Axor-Uno_1,Hansgrohe,251632
Hansgrohe 38436820 3-Loch Wannenmischer Axor Uno F-Set,38436820,4011097983226,"895,18 ",15 - 16 workdays,Bügelgriff BN Wannenrandmontage,https://ssd-armaturenshop.de/Hansgrohe-38436820-3-Loch-Wannenmischer-Axor-Uno-F-Set_1,Hansgrohe,251638
Kermi LI2CR083201AK Eck-Halbt. re Liga 2CR 0830x,LI2CR083201AK,4051484405337,"416,25 ",15 - 17 workdays,2000 GAK: 785-810 SIMG ESG klar,https://ssd-armaturenshop.de/navi.php?a=825009&lang=eng,navi.php?a=825009&lang=eng,825009
"KEUCO  Keramik-WT X-Line 33130,WT",33130314601,4017214669271,"760,19 ",15 - 16 workdays,"mit 1 Loch Bohrung, weiß",https://ssd-armaturenshop.de/navi.php?a=907329&lang=eng,navi.php?a=907329&lang=eng,907329
"KEUCO  WTU X-Line 33122, 1-trg.,Anschl.,li.,BM",33122180001,4017214672936,"895,94 ",15 - 16 workdays,"cashmere/Glas cashmere, 460x605x380mm",https://ssd-armaturenshop.de/navi.php?a=907322&lang=eng,navi.php?a=907322&lang=eng,907322
"KEUCO  Lichtspiegel X-Line 33297,LS",33297181000,4017214673742,"1.466,09 ",15 - 16 workdays,"cashmere, 460x850x105mm",https://ssd-armaturenshop.de/navi.php?a=907359&lang=eng,navi.php?a=907359&lang=eng,907359
"KEUCO  Lichtspiegel X-Line 33298, mitLS",33298301000,4017214673810,"1.567,93 ",15 - 16 workdays,"Spiegelheizung, weiß, 460x850x105mm",https://ssd-armaturenshop.de/navi.php?a=907408&lang=eng,navi.php?a=907408&lang=eng,907408
Dornbracht 30805875-00 Kaltwasservent. Tara Ultra,30805875-00,4029011825934,"461,18 ",24 - 25 workdays,30805875 chrom,https://ssd-armaturenshop.de/navi.php?a=577918&lang=eng,navi.php?a=577918&lang=eng,577918
Dornbracht 30805875-06 Kaltwasservent. Tara Ultra,30805875-06,4029011825941,"757,00 ",19 - 20 workdays,30805875 platin matt,https://ssd-armaturenshop.de/navi.php?a=577919&lang=eng,navi.php?a=577919&lang=eng,577919
Duravit XV40690B140 WTU bodenst. XViu 591x510x420mm,XV40690B140-DU,4053424789798,"1.063,29 ",39 - 41 workdays,2 Ausz.champagner matt/schwarz hochglanz,https://ssd-armaturenshop.de/navi.php?a=610687&lang=eng,navi.php?a=610687&lang=eng,610687
"Duravit XV41250B249 WTU XViu wandhängend,560x610x480mm",XV41250B249-DU,4053424866260,"578,51 ",39 - 41 workdays,"2Schubk.,schwarz matt/graphit matt",https://ssd-armaturenshop.de/navi.php?a=611404&lang=eng,navi.php?a=611404&lang=eng,611404
Duravit XV1326LB185 Halbhochschrank XViu 1330x500x360mm,XV1326LB185-DU,4053424735498,"1.016,27 ",39 - 41 workdays,TA l.champagner matt/weiß hgl.,https://ssd-armaturenshop.de/navi.php?a=607777&lang=eng,navi.php?a=607777&lang=eng,607777
Duravit XV59190B249 WTU f. Konsole XViu 400x1000x550mm,XV59190B249-DU,4053424764832,"586,68 ",39 - 41 workdays,2 Schk.schwarz matt/graphit matt,https://ssd-armaturenshop.de/navi.php?a=619392&lang=eng,navi.php?a=619392&lang=eng,619392
"Duravit XV40290B218 WTU XViu wandhängend,400x1280x480mm",XV40290B218-DU,4053424865300,"734,79 ",39 - 41 workdays,"2Auszüge,schwarz matt/weiß matt",https://ssd-armaturenshop.de/navi.php?a=609966&lang=eng,navi.php?a=609966&lang=eng,609966
"Duravit XV41780B222 WTU XViu wandhängend,560x610x390mm",XV41780B222-DU,4053424877679,"588,59 ",39 - 41 workdays,"2Schubk.,schwarz m./weiß hochgl.Dekor",https://ssd-armaturenshop.de/navi.php?a=612485&lang=eng,navi.php?a=612485&lang=eng,612485
"Duravit XV4710OB207P WTU XViu bodenst.m.Viu,610x800x480mm",XV4710OB207P-DU,4053424801087,"1.223,96 ",39 - 41 workdays,"2Ausz.,1Hl,schwarz matt/betongrau matt",https://ssd-armaturenshop.de/navi.php?a=617816&lang=eng,navi.php?a=617816&lang=eng,617816
Duravit XV1335LB222 Hochschrank XViu 1770x400x360mm,XV1335LB222-DU,4053424744933,"600,56 ",39 - 41 workdays,TA l.schwarz matt/weiß hochglanz.,https://ssd-armaturenshop.de/navi.php?a=607929&lang=eng,navi.php?a=607929&lang=eng,607929
Duravit XV1335RB222 Hochschrank XViu 1770x400x360mm,XV1335RB222-DU,4053424744926,"600,56 ",39 - 41 workdays,TA r.schwarz matt/weiß hochglanz.,https://ssd-armaturenshop.de/navi.php?a=607997&lang=eng,navi.php?a=607997&lang=eng,607997
Duravit XV44850B222 WTU bodenst. XViu 594x1280x480mm,XV44850B222-DU,4053424810256,"1.134,55 ",39 - 41 workdays,4 Ausz.schwarz matt/weiß hochglanz.,https://ssd-armaturenshop.de/navi.php?a=614593&lang=eng,navi.php?a=614593&lang=eng,614593
Duravit XV1366LB140 HHS Glastür XViu 1330x500x240mm,XV1366LB140-DU,4053424743028,"970,77 ",39 - 41 workdays,TA l.champagner matt/schwarz hochglanz,https://ssd-armaturenshop.de/navi.php?a=608579&lang=eng,navi.php?a=608579&lang=eng,608579
"Duravit XV4030RB222 WTU wandh.XViu,1 Tür, 397x430x310mm",XV4030RB222-DU,4053424839622,"328,95 ",39 - 41 workdays,"TA re.,schwarz m./weiß hochglanz Dekor",https://ssd-armaturenshop.de/navi.php?a=610105&lang=eng,navi.php?a=610105&lang=eng,610105
"Duravit XV4615OB207C WTU XViu m.Viu,2Schubk.503x800x480mm",XV4615OB207C-DU,4053424793580,"1.252,06 ",39 - 41 workdays,"1Hl,schwarz matt/betongrau matt,RahmenC",https://ssd-armaturenshop.de/navi.php?a=617271&lang=eng,navi.php?a=617271&lang=eng,617271
"Duravit XV4710OB212P WTU XViu bodenst.m.Viu,610x800x480mm",XV4710OB212P-DU,4053424801230,"1.391,01 ",39 - 41 workdays,"2Ausz.,1Hl,schwarz matt/eiche gebürstet",https://ssd-armaturenshop.de/navi.php?a=617824&lang=eng,navi.php?a=617824&lang=eng,617824
"Duravit XV4710OB249P WTU XViu bodenst.m.Viu,610x800x480mm",XV4710OB249P-DU,4053424801117,"1.184,06 ",39 - 41 workdays,"2Ausz.,1Hl,schwarz matt/graphit matt",https://ssd-armaturenshop.de/navi.php?a=617848&lang=eng,navi.php?a=617848&lang=eng,617848
Duravit XV43010B118 WTU bodenst. XViu 591x710x480mm,XV43010B118-DU,4053424790497,"626,96 ",39 - 41 workdays,2 Ausz.champagner matt/weiß matt,https://ssd-armaturenshop.de/navi.php?a=613468&lang=eng,navi.php?a=613468&lang=eng,613468
"Duravit XV41350B222 WTU XViu wandhängend,557x1010x480mm",XV41350B222-DU,4053424844206,"663,51 ",39 - 41 workdays,"2Schubk.,schwarz matt/weiß hochgl.Dekor",https://ssd-armaturenshop.de/navi.php?a=612009&lang=eng,navi.php?a=612009&lang=eng,612009
"Duravit XV40290B212 WTU XViu wandhängend,400x1280x480mm",XV40290B212-DU,4053424865478,"913,82 ",39 - 41 workdays,"2Auszüge,schwarz matt/eiche gebürstet",https://ssd-armaturenshop.de/navi.php?a=609964&lang=eng,navi.php?a=609964&lang=eng,609964
"Duravit XV4024RB222 WTU XViu wandh., 1Tür400x410x290mm",XV4024RB222-DU,4053424852508,"301,44 ",39 - 41 workdays,"TA r.,schwarz m./weiß hochglanz Dekor",https://ssd-armaturenshop.de/navi.php?a=609629&lang=eng,navi.php?a=609629&lang=eng,609629
"Duravit XV4610OB222P WTU m.Viu XViu,1 Ausz.,503x800x480mm",XV4610OB222P-DU,4053424752181,"1.123,99 ",39 - 41 workdays,"1Hl,schwarz m./weiß hochglanz,Rahmen P",https://ssd-armaturenshop.de/navi.php?a=616746&lang=eng,navi.php?a=616746&lang=eng,616746
Duravit XV1360LB140 HHS Glastür XViu 890x400x240mm,XV1360LB140-DU,4053424737584,"828,67 ",39 - 41 workdays,TA l.champagner matt/schwarz hochglanz,https://ssd-armaturenshop.de/navi.php?a=608171&lang=eng,navi.php?a=608171&lang=eng,608171
Duravit XV1336RB249 Hochschrank XViu 1770x500x360mm,XV1336RB249-DU,4053424746005,"595,03 ",39 - 41 workdays,TA r.schwarz matt/graphit matt,https://ssd-armaturenshop.de/navi.php?a=608140&lang=eng,navi.php?a=608140&lang=eng,608140
"Duravit XV4615NB118P WTU XViu m.Viu,2Schubk.503x800x480mm",XV4615NB118P-DU,4053424775098,"1.216,53 ",39 - 41 workdays,"o.Hl,champagner m./weiß matt, Rahmen P",https://ssd-armaturenshop.de/navi.php?a=617080&lang=eng,navi.php?a=617080&lang=eng,617080
Duravit XV59090B222 WTU f. Kons.Comp. XViu 400x1000x480mm,XV59090B222-DU,4053424758152,"619,37 ",39 - 41 workdays,2 Schk.schwarz matt/weiß hochglanz.,https://ssd-armaturenshop.de/navi.php?a=618705&lang=eng,navi.php?a=618705&lang=eng,618705
Duravit XV1326RB185 Halbhochschrank XViu 1330x500x360mm,XV1326RB185-DU,4053424735504,"1.016,28 ",39 - 41 workdays,TA r.champagner matt/weiß hgl.,https://ssd-armaturenshop.de/navi.php?a=607845&lang=eng,navi.php?a=607845&lang=eng,607845
Duravit XV1336RB140 Hochschrank XViu 1770x500x360mm,XV1336RB140-DU,4053424747118,"1.074,38 ",39 - 41 workdays,TA r.champagner matt/schwarz hochglanz,https://ssd-armaturenshop.de/navi.php?a=608103&lang=eng,navi.php?a=608103&lang=eng,608103
Laufen H4021321102611 WTU BASE für VAL 530x435x390 2 Laden,H4021321102611,7612738912048,"361,17 ",30 - 32 workdays,inkl.Ordnungssys.f.H815281 weiß glänz.,https://ssd-armaturenshop.de/navi.php?a=742984&lang=eng,navi.php?a=742984&lang=eng,742984
Laufen H4021321102631 WTU BASE für VAL 530x435x390 2 Laden,H4021321102631,7612738912062,"361,17 ",30 - 32 workdays,inkl.Ordnungssys.f.H815281 Ulme dunkel,https://ssd-armaturenshop.de/navi.php?a=742986&lang=eng,navi.php?a=742986&lang=eng,742986
Laufen H4021921102601 WTU BASE für VAL 530x530x390 2 Laden,H4021921102601,7612738912185,"368,47 ",30 - 32 workdays,inkl.Ordnungssys.f.H810282 weiß matt,https://ssd-armaturenshop.de/navi.php?a=743004&lang=eng,navi.php?a=743004&lang=eng,743004
Laufen H4022521102601 WTU BASE für VAL 530x585x390 2 Laden,H4022521102601,7612738912338,"393,28 ",30 - 32 workdays,inkl.Ordnungssys.f.H810283 weiß matt,https://ssd-armaturenshop.de/navi.php?a=743025&lang=eng,navi.php?a=743025&lang=eng,743025
Laufen H4023121102601 WTU BASE für VAL 530x635x390 2 Laden,H4023121102601,7612738912482,"409,34 ",30 - 32 workdays,inkl.Ordnungssys.f.H810284 weiß matt,https://ssd-armaturenshop.de/navi.php?a=743039&lang=eng,navi.php?a=743039&lang=eng,743039
Laufen H4023121102611 WTU BASE für VAL 530x635x390 2 Laden,H4023121102611,7612738912499,"409,34 ",30 - 32 workdays,inkl.Ordnungssys.f.H810284 weiß glänz.,https://ssd-armaturenshop.de/navi.php?a=743040&lang=eng,navi.php?a=743040&lang=eng,743040
Laufen H4023521102601 WTU BASE für VAL 530x735x390 2 Laden,H4023521102601,7612738912581,"434,14 ",30 - 32 workdays,inkl.Ordnungssys.f.H810285 weiß matt,https://ssd-armaturenshop.de/navi.php?a=743053&lang=eng,navi.php?a=743053&lang=eng,743053
